,PassengerId,Survived,Pclass,FName,LName,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
25,['326',1, '1', 'Young, Miss. Marie Grice', 'female',36.0, '0', '0', 'PC 17760', '135.6333', 'C32', 'C']
26,['211',0, '3', 'Ali, Mr. Ahmed', 'male',24.0, '0', '0', 'SOTON/O.Q. 3101311', '7.05', '', 'S']
27,['373',0, '3', 'Beavan, Mr. William Thomas', 'male',19.0, '0', '0', '323951', '8.05', '', 'S']
28,['141',0, '3', 'Boulos, Mrs. Joseph (Sultana)', 'female',20.0, '0', '2', '2678', '15.2458', '', 'C']
29,['665',1, '3', 'Lindqvist, Mr. Eino William', 'male',20.0, '1', '0', 'STON/O 2. 3101285', '7.925', '', 'S']
30,['396',0, '3', 'Johansson, Mr. Erik', 'male',22.0, '0', '0', '350052', '7.7958', '', 'S']
31,['562',0, '3', 'Sivic, Mr. Husein', 'male',40.0, '0', '0', '349251', '7.8958', '', 'S']
32,['175',0, '1', 'Smith, Mr. James Clinch', 'male',56.0, '0', '0', '17764', '30.6958', 'A7', 'C']
33,['482',0, '2', 'Frost," Mr. Anthony Wood ""Archie""'", 'male',20.0, '0', '0', '239854', '0', '', 'S']
34,['618',0, '3', 'Lobb, Mrs. William Arthur (Cordelia K Stanlick)', 'female',26.0, '1', '0', 'A/5. 3336', '16.1', '', 'S']
35,['590',0, '3', 'Murdlin, Mr. Joseph', 'male',20.0, '0', '0', 'A./5. 3235', '8.05', '', 'S']
36,['782',1, '1', 'Dick, Mrs. Albert Adrian (Vera Gillespie)', 'female',17.0, '1', '0', '17474', '57', 'B20', 'S']
37,['554',1, '3', 'Leeni," Mr. Fahim (""Philip Zenni"")'", 'male',22.0, '0', '0', '2620', '7.225', '', 'C']
38,['733',0, '2', 'Knight, Mr. Robert J', 'male',20.0, '0', '0', '239855', '0', '', 'S']
39,['860',0, '3', 'Razi, Mr. Raihed', 'male',20.0, '0', '0', '2629', '7.2292', '', 'C']
40,['119',0, '1', 'Baxter, Mr. Quigg Edmond', 'male',24.0, '0', '1', 'PC 17558', '247.5208', 'B58 B60', 'C']
41,['464',0, '2', 'Milling, Mr. Jacob Christian', 'male',48.0, '0', '0', '234360', '13', '', 'S']
42,['855',0, '2', 'Carter, Mrs. Ernest Courtenay (Lilian Hughes)', 'female',44.0, '1', '0', '244252', '26', '', 'S']
43,['626',0, '1', 'Sutton, Mr. Frederick', 'male',61.0, '0', '0', '36963', '32.3208', 'D50', 'S']
44,['167',1, '1', 'Chibnall, Mrs. (Edith Martha Bowerman)', 'female',30.0, '0', '1', '113505', '55', 'E33', 'S']
45,['591',0, '3', 'Rintamaki, Mr. Matti', 'male',35.0, '0', '0', 'STON/O 2. 3101273', '7.125', '', 'S']
46,['50',0, '3', 'Arnold-Franchi, Mrs. Josef (Josefine Franchi)', 'female',18.0, '1', '0', '349237', '17.8', '', 'S']
47,['589',0, '3', 'Gilinski, Mr. Eliezer', 'male',22.0, '0', '0', '14973', '8.05', '', 'S']
48,['628',1, '1', 'Longley, Miss. Gretchen Fiske', 'female',21.0, '0', '0', '13502', '77.9583', 'D9', 'S']
49,['231',1, '1', 'Harris, Mrs. Henry Birkhardt (Irene Wallach)', 'female',35.0, '1', '0', '36973', '83.475', 'C83', 'S']
50,['480',1, '3', 'Hirvonen, Miss. Hildur E', 'female',2.0, '0', '1', '3101298', '12.2875', '', 'S']
51,['64',0, '3', 'Skoog, Master. Harald', 'male',4.0, '3', '2', '347088', '27.9', '', 'S']
52,['847',0, '3', 'Sage, Mr. Douglas Bullen', 'male',20.0, '8', '2', 'CA. 2343', '69.55', '', 'S']
53,['858',1, '1', 'Daly, Mr. Peter Denis ', 'male',51.0, '0', '0', '113055', '26.55', 'E17', 'S']
54,['479',0, '3', 'Karlsson, Mr. Nils August', 'male',22.0, '0', '0', '350060', '7.5208', '', 'S']
55,['543',0, '3', 'Andersson, Miss. Sigrid Elisabeth', 'female',11.0, '4', '2', '347082', '31.275', '', 'S']
56,['248',1, '2', 'Hamalainen, Mrs. William (Anna)', 'female',24.0, '0', '2', '250649', '14.5', '', 'S']
57,['526',0, '3', 'Farrell, Mr. James', 'male',40.5, '0', '0', '367232', '7.75', '', 'Q']
58,['753',0, '3', 'Vande Velde, Mr. Johannes Joseph', 'male',33.0, '0', '0', '345780', '9.5', '', 'S']
59,['293',0, '2', 'Levy, Mr. Rene Jacques', 'male',36.0, '0', '0', 'SC/Paris 2163', '12.875', 'D', 'C']
60,['447',1, '2', 'Mellinger, Miss. Madeleine Violet', 'female',13.0, '0', '1', '250644', '19.5', '', 'S']
61,['181',0, '3', 'Sage, Miss. Constance Gladys', 'female',20.0, '8', '2', 'CA. 2343', '69.55', '', 'S']
62,['27',0, '3', 'Emir, Mr. Farred Chehab', 'male',20.0, '0', '0', '2631', '7.225', '', 'C']
63,['178',0, '1', 'Isham, Miss. Ann Elizabeth', 'female',50.0, '0', '0', 'PC 17595', '28.7125', 'C49', 'C']
64,['356',0, '3', 'Vanden Steen, Mr. Leo Peter', 'male',28.0, '0', '0', '345783', '9.5', '', 'S']
65,['382',1, '3', 'Nakid," Miss. Maria (""Mary"")'", 'female',1.0, '0', '2', '2653', '15.7417', '', 'C']
66,['698',1, '3', 'Mullens," Miss. Katherine ""Katie""'", 'female',30.0, '0', '0', '35852', '7.7333', '', 'Q']
67,['555',1, '3', 'Ohman, Miss. Velin', 'female',22.0, '0', '0', '347085', '7.775', '', 'S']
68,['172',0, '3', 'Rice, Master. Arthur', 'male',4.0, '4', '1', '382652', '29.125', '', 'Q']
69,['573',1, '1', 'Flynn," Mr. John Irwin (""Irving"")'", 'male',36.0, '0', '0', 'PC 17474', '26.3875', 'E25', 'S']
70,['570',1, '3', 'Jonsson, Mr. Carl', 'male',32.0, '0', '0', '350417', '7.8542', '', 'S']
71,['89',1, '1', 'Fortune, Miss. Mabel Helen', 'female',23.0, '3', '2', '19950', '263', 'C23 C25 C27', 'S']
72,['505',1, '1', 'Maioni, Miss. Roberta', 'female',16.0, '0', '0', '110152', '86.5', 'B79', 'S']
73,['629',0, '3', 'Bostandyeff, Mr. Guentcho', 'male',26.0, '0', '0', '349224', '7.8958', '', 'S']
74,['323',1, '2', 'Slayter, Miss. Hilda Mary', 'female',30.0, '0', '0', '234818', '12.35', '', 'Q']
75,['341',1, '2', 'Navratil, Master. Edmond Roger', 'male',2.0, '1', '1', '230080', '26', 'F2', 'S']
76,['80',1, '3', 'Dowdell, Miss. Elizabeth', 'female',30.0, '0', '0', '364516', '12.475', '', 'S']
77,['53',1, '1', 'Harper, Mrs. Henry Sleeper (Myna Haxtun)', 'female',49.0, '1', '0', 'PC 17572', '76.7292', 'D33', 'C']
78,['90',0, '3', 'Celotti, Mr. Francesco', 'male',24.0, '0', '0', '343275', '8.05', '', 'S']
79,['383',0, '3', 'Tikkanen, Mr. Juho', 'male',32.0, '0', '0', 'STON/O 2. 3101293', '7.925', '', 'S']
80,['205',1, '3', 'Cohen," Mr. Gurshon ""Gus""'", 'male',18.0, '0', '0', 'A/5 3540', '8.05', '', 'S']
81,['826',0, '3', 'Flynn, Mr. John', 'male',20.0, '0', '0', '368323', '6.95', '', 'Q']
82,['884',0, '2', 'Banfield, Mr. Frederick James', 'male',28.0, '0', '0', 'C.A./SOTON 34068', '10.5', '', 'S']
83,['864',0, '3', 'Sage," Miss. Dorothy Edith ""Dolly""'", 'female',20.0, '8', '2', 'CA. 2343', '69.55', '', 'S']
84,['819',0, '3', 'Holm, Mr. John Fredrik Alexander', 'male',43.0, '0', '0', 'C 7075', '6.45', '', 'S']
85,['883',0, '3', 'Dahlberg, Miss. Gerda Ulrika', 'female',22.0, '0', '0', '7552', '10.5167', '', 'S']
86,['218',0, '2', 'Jacobsohn, Mr. Sidney Samuel', 'male',42.0, '1', '0', '243847', '27', '', 'S']
87,['741',1, '1', 'Hawksford, Mr. Walter James', 'male',30.0, '0', '0', '16988', '30', 'D45', 'S']
88,['282',0, '3', 'Olsson, Mr. Nils Johan Goransson', 'male',28.0, '0', '0', '347464', '7.8542', '', 'S']
89,['783',0, '1', 'Long, Mr. Milton Clyde', 'male',29.0, '0', '0', '113501', '30', 'D6', 'S']
90,['522',0, '3', 'Vovk, Mr. Janko', 'male',22.0, '0', '0', '349252', '7.8958', '', 'S']
91,['602',0, '3', 'Slabenoff, Mr. Petco', 'male',20.0, '0', '0', '349214', '7.8958', '', 'S']
92,['15',0, '3', 'Vestrom, Miss. Hulda Amanda Adolfina', 'female',14.0, '0', '0', '350406', '7.8542', '', 'S']
93,['667',0, '2', 'Butler, Mr. Reginald Fenton', 'male',25.0, '0', '0', '234686', '13', '', 'S']
94,['604',0, '3', 'Torber, Mr. Ernst William', 'male',44.0, '0', '0', '364511', '8.05', '', 'S']
95,['99',1, '2', 'Doling, Mrs. John T (Ada Julia Bone)', 'female',34.0, '0', '1', '231919', '23', '', 'S']
96,['245',0, '3', 'Attalah, Mr. Sleiman', 'male',30.0, '0', '0', '2694', '7.225', '', 'C']
97,['537',0, '1', 'Butt, Major. Archibald Willingham', 'male',45.0, '0', '0', '113050', '26.55', 'B38', 'S']
98,['818',0, '2', 'Mallet, Mr. Albert', 'male',31.0, '1', '1', 'S.C./PARIS 2079', '37.0042', '', 'C']
99,['503',0, '3'," ""O'Sullivan"," Miss. Bridget Mary""", 'female',20.0, '0', '0', '330909', '7.6292', '', 'Q']
100,['488',0, '1', 'Kent, Mr. Edward Austin', 'male',58.0, '0', '0', '11771', '29.7', 'B37', 'C']
101,['273',1, '2', 'Mellinger, Mrs. (Elizabeth Anne Maidment)', 'female',41.0, '0', '1', '250644', '19.5', '', 'S']
102,['344',0, '2', 'Sedgwick, Mr. Charles Frederick Waddington', 'male',25.0, '0', '0', '244361', '13', '', 'S']
103,['750',0, '3', 'Connaghton, Mr. Michael', 'male',31.0, '0', '0', '335097', '7.75', '', 'Q']
104,['379',0, '3', 'Betros, Mr. Tannous', 'male',20.0, '0', '0', '2648', '4.0125', '', 'C']
105,['140',0, '1', 'Giglio, Mr. Victor', 'male',24.0, '0', '0', 'PC 17593', '79.2', 'B86', 'C']
106,['693',1, '3', 'Lam, Mr. Ali', 'male',30.0, '0', '0', '1601', '56.4958', '', 'S']
107,['295',0, '3', 'Mineff, Mr. Ivan', 'male',24.0, '0', '0', '349233', '7.8958', '', 'S']
108,['474',1, '2', 'Jerwan, Mrs. Amin S (Marie Marthe Thuillard)', 'female',23.0, '0', '0', 'SC/AH Basle 541', '13.7917', 'D', 'C']
109,['308',1, '1', 'Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)', 'female',17.0, '1', '0', 'PC 17758', '108.9', 'C65', 'C']
110,['353',0, '3', 'Elias, Mr. Tannous', 'male',15.0, '1', '1', '2695', '7.2292', '', 'C']
111,['539',0, '3', 'Risien, Mr. Samuel Beard', 'male',20.0, '0', '0', '364498', '14.5', '', 'S']
112,['52',0, '3', 'Nosworthy, Mr. Richard Cater', 'male',21.0, '0', '0', 'A/4. 39886', '7.8', '', 'S']
113,['510',1, '3', 'Lang, Mr. Fang', 'male',26.0, '0', '0', '1601', '56.4958', '', 'S']
114,['194',1, '2', 'Navratil, Master. Michel M', 'male',3.0, '1', '1', '230080', '26', 'F2', 'S']
115,['31',0, '1', 'Uruchurtu, Don. Manuel E', 'male',40.0, '0', '0', 'PC 17601', '27.7208', '', 'C']
116,['2',1, '1', 'Cumings, Mrs. John Bradley (Florence Briggs Thayer)', 'female',38.0, '1', '0', 'PC 17599', '71.2833', 'C85', 'C']
117,['377',1, '3', 'Landergren, Miss. Aurora Adelia', 'female',22.0, '0', '0', 'C 7077', '7.25', '', 'S']
118,['250',0, '2', 'Carter, Rev. Ernest Courtenay', 'male',54.0, '1', '0', '244252', '26', '', 'S']
119,['391',1, '1', 'Carter, Mr. William Ernest', 'male',36.0, '1', '2', '113760', '120', 'B96 B98', 'S']
120,['687',0, '3', 'Panula, Mr. Jaako Arnold', 'male',14.0, '4', '1', '3101295', '39.6875', '', 'S']
121,['489',0, '3', 'Somerton, Mr. Francis William', 'male',30.0, '0', '0', 'A.5. 18509', '8.05', '', 'S']
122,['317',1, '2', 'Kantor, Mrs. Sinai (Miriam Sternin)', 'female',24.0, '1', '0', '244367', '26', '', 'S']
123,['567',0, '3', 'Stoytcheff, Mr. Ilia', 'male',19.0, '0', '0', '349205', '7.8958', '', 'S']
124,['364',0, '3', 'Asim, Mr. Adola', 'male',35.0, '0', '0', 'SOTON/O.Q. 3101310', '7.05', '', 'S']
125,['151',0, '2', 'Bateman, Rev. Robert James', 'male',51.0, '0', '0', 'S.O.P. 1166', '12.525', '', 'S']
126,['429',0, '3', 'Flynn, Mr. James', 'male',20.0, '0', '0', '364851', '7.75', '', 'Q']
127,['206',0, '3', 'Strom, Miss. Telma Matilda', 'female',2.0, '0', '1', '347054', '10.4625', 'G6', 'S']
128,['118',0, '2', 'Turpin, Mr. William John Robert', 'male',29.0, '1', '0', '11668', '21', '', 'S']
129,['352',0, '1', 'Williams-Lambert, Mr. Fletcher Fellows', 'male',20.0, '0', '0', '113510', '35', 'C128', 'S']
130,['385',0, '3', 'Plotcharsky, Mr. Vasil', 'male',20.0, '0', '0', '349227', '7.8958', '', 'S']
131,['389',0, '3', 'Sadlier, Mr. Matthew', 'male',20.0, '0', '0', '367655', '7.7292', '', 'Q']
132,['690',1, '1', 'Madill, Miss. Georgette Alexandra', 'female',15.0, '0', '1', '24160', '211.3375', 'B5', 'S']
133,['501',0, '3', 'Calic, Mr. Petar', 'male',17.0, '0', '0', '315086', '8.6625', '', 'S']
134,['670',1, '1', 'Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)', 'female',30.0, '1', '0', '19996', '52', 'C126', 'S']
135,['863',1, '1', 'Swift, Mrs. Frederick Joel (Margaret Welles Barron)', 'female',48.0, '0', '0', '17466', '25.9292', 'D17', 'S']
136,['532',0, '3', 'Toufik, Mr. Nakli', 'male',20.0, '0', '0', '2641', '7.2292', '', 'C']
137,['586',1, '1', 'Taussig, Miss. Ruth', 'female',18.0, '0', '2', '110413', '79.65', 'E68', 'S']
138,['553',0, '3'," ""O'Brien"," Mr. Timothy""", 'male',20.0, '0', '0', '330979', '7.8292', '', 'Q']
139,['20',1, '3', 'Masselmani, Mrs. Fatima', 'female',30.0, '0', '0', '2649', '7.225', '', 'C']
140,['158',0, '3', 'Corn, Mr. Harry', 'male',30.0, '0', '0', 'SOTON/OQ 392090', '8.05', '', 'S']
141,['559',1, '1', 'Taussig, Mrs. Emil (Tillie Mandelbaum)', 'female',39.0, '1', '1', '110413', '79.65', 'E67', 'S']
142,['321',0, '3', 'Dennis, Mr. Samuel', 'male',22.0, '0', '0', 'A/5 21172', '7.25', '', 'S']
143,['600',1, '1', 'Duff Gordon," Sir. Cosmo Edmund (""Mr Morgan"")'", 'male',49.0, '1', '0', 'PC 17485', '56.9292', 'A20', 'C']
144,['402',0, '3', 'Adams, Mr. John', 'male',26.0, '0', '0', '341826', '8.05', '', 'S']
145,['533',0, '3', 'Elias, Mr. Joseph Jr', 'male',17.0, '1', '1', '2690', '7.2292', '', 'C']
146,['592',1, '1', 'Stephenson, Mrs. Walter Bertram (Martha Eustis)', 'female',52.0, '1', '0', '36947', '78.2667', 'D20', 'C']
147,['433',1, '2', 'Louch, Mrs. Charles Alexander (Alice Adelaide Slow)', 'female',42.0, '1', '0', 'SC/AH 3085', '26', '', 'S']
148,['836',1, '1', 'Compton, Miss. Sara Rebecca', 'female',39.0, '1', '1', 'PC 17756', '83.1583', 'E49', 'C']
149,['8',0, '3', 'Palsson, Master. Gosta Leonard', 'male',2.0, '3', '1', '349909', '21.075', '', 'S']
150,['674',1, '2', 'Wilhelms, Mr. Charles', 'male',31.0, '0', '0', '244270', '13', '', 'S']
151,['759',0, '3', 'Theobald, Mr. Thomas Leonard', 'male',34.0, '0', '0', '363294', '8.05', '', 'S']
152,['869',0, '3', 'van Melkebeke, Mr. Philemon', 'male',20.0, '0', '0', '345777', '9.5', '', 'S']
153,['360',1, '3', 'Mockler," Miss. Helen Mary ""Ellie""'", 'female',30.0, '0', '0', '330980', '7.8792', '', 'Q']
154,['846',0, '3', 'Abbing, Mr. Anthony', 'male',42.0, '0', '0', 'C.A. 5547', '7.55', '', 'S']
155,['645',1, '3', 'Baclini, Miss. Eugenie', 'female',0.75, '2', '1', '2666', '19.2583', '', 'C']
156,['193',1, '3', 'Andersen-Jensen, Miss. Carla Christine Nielsine', 'female',19.0, '1', '0', '350046', '7.8542', '', 'S']
157,['621',0, '3', 'Yasbeck, Mr. Antoni', 'male',27.0, '1', '0', '2659', '14.4542', '', 'C']
158,['575',0, '3', 'Rush, Mr. Alfred George John', 'male',16.0, '0', '0', 'A/4. 20589', '8.05', '', 'S']
159,['807',0, '1', 'Andrews, Mr. Thomas Jr', 'male',39.0, '0', '0', '112050', '0', 'A36', 'S']
160,['21',0, '2', 'Fynney, Mr. Joseph J', 'male',35.0, '0', '0', '239865', '26', '', 'S']
161,['705',0, '3', 'Hansen, Mr. Henrik Juul', 'male',26.0, '1', '0', '350025', '7.8542', '', 'S']
162,['784',0, '3', 'Johnston, Mr. Andrew G', 'male',20.0, '1', '2', 'W./C. 6607', '23.45', '', 'S']
163,['456',1, '3', 'Jalsevac, Mr. Ivan', 'male',29.0, '0', '0', '349240', '7.8958', '', 'C']
164,['640',0, '3', 'Thorneycroft, Mr. Percival', 'male',20.0, '1', '0', '376564', '16.1', '', 'S']
165,['727',1, '2', 'Renouf, Mrs. Peter Henry (Lillian Jefferys)', 'female',30.0, '3', '0', '31027', '21', '', 'S']
166,['143',1, '3', 'Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)', 'female',24.0, '1', '0', 'STON/O2. 3101279', '15.85', '', 'S']
167,['637',0, '3', 'Leinonen, Mr. Antti Gustaf', 'male',32.0, '0', '0', 'STON/O 2. 3101292', '7.925', '', 'S']
168,['452',0, '3', 'Hagland, Mr. Ingvald Olai Olsen', 'male',20.0, '1', '0', '65303', '19.9667', '', 'S']
169,['723',0, '2', 'Gillespie, Mr. William Henry', 'male',34.0, '0', '0', '12233', '13', '', 'S']
170,['195',1, '1', 'Brown, Mrs. James Joseph (Margaret Tobin)', 'female',44.0, '0', '0', 'PC 17610', '27.7208', 'B4', 'C']
171,['165',0, '3', 'Panula, Master. Eino Viljami', 'male',1.0, '4', '1', '3101295', '39.6875', '', 'S']
172,['519',1, '2', 'Angle," Mrs. William A (Florence ""Mary"" Agnes Hughes)'", 'female',36.0, '1', '0', '226875', '26', '', 'S']
173,['538',1, '1', 'LeRoy, Miss. Bertha', 'female',30.0, '0', '0', 'PC 17761', '106.425', '', 'C']
174,['659',0, '2', 'Eitemiller, Mr. George Floyd', 'male',23.0, '0', '0', '29751', '13', '', 'S']
175,['834',0, '3', 'Augustsson, Mr. Albert', 'male',23.0, '0', '0', '347468', '7.8542', '', 'S']
176,['688',0, '3', 'Dakic, Mr. Branko', 'male',19.0, '0', '0', '349228', '10.1708', '', 'S']
177,['298',0, '1', 'Allison, Miss. Helen Loraine', 'female',2.0, '1', '2', '113781', '151.55', 'C22 C26', 'S']
178,['60',0, '3', 'Goodwin, Master. William Frederick', 'male',11.0, '5', '2', 'CA 2144', '46.9', '', 'S']
179,['868',0, '1', 'Roebling, Mr. Washington Augustus II', 'male',31.0, '0', '0', 'PC 17590', '50.4958', 'A24', 'S']
180,['197',0, '3', 'Mernagh, Mr. Robert', 'male',20.0, '0', '0', '368703', '7.75', '', 'Q']
181,['609',1, '2', 'Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)', 'female',22.0, '1', '2', 'SC/Paris 2123', '41.5792', '', 'C']
182,['578',1, '1', 'Silvey, Mrs. William Baird (Alice Munger)', 'female',39.0, '1', '0', '13507', '55.9', 'E44', 'S']
183,['397',0, '3', 'Olsson, Miss. Elina', 'female',31.0, '0', '0', '350407', '7.8542', '', 'S']
184,['639',0, '3', 'Panula, Mrs. Juha (Maria Emilia Ojala)', 'female',41.0, '0', '5', '3101295', '39.6875', '', 'S']
185,['635',0, '3', 'Skoog, Miss. Mabel', 'female',9.0, '3', '2', '347088', '27.9', '', 'S']
186,['228',0, '3', 'Lovell," Mr. John Hall (""Henry"")'", 'male',20.5, '0', '0', 'A/5 21173', '7.25', '', 'S']
187,['66',1, '3', 'Moubarek, Master. Gerios', 'male',30.0, '1', '1', '2661', '15.2458', '', 'C']
188,['582',1, '1', 'Thayer, Mrs. John Borland (Marian Longstreth Morris)', 'female',39.0, '1', '1', '17421', '110.8833', 'C68', 'C']
189,['881',1, '2', 'Shelley, Mrs. William (Imanita Parrish Hall)', 'female',25.0, '0', '1', '230433', '26', '', 'S']
190,['527',1, '2', 'Ridsdale, Miss. Lucy', 'female',50.0, '0', '0', 'W./C. 14258', '10.5', '', 'S']
191,['315',0, '2', 'Hart, Mr. Benjamin', 'male',43.0, '1', '1', 'F.C.C. 13529', '26.25', '', 'S']
192,['685',0, '2', 'Brown, Mr. Thomas William Solomon', 'male',60.0, '1', '1', '29750', '39', '', 'S']
193,['170',0, '3', 'Ling, Mr. Lee', 'male',28.0, '0', '0', '1601', '56.4958', '', 'S']
194,['351',0, '3', 'Odahl, Mr. Nils Martin', 'male',23.0, '0', '0', '7267', '9.225', '', 'S']
195,['534',1, '3', 'Peter, Mrs. Catherine (Catherine Rizk)', 'female',30.0, '0', '2', '2668', '22.3583', '', 'C']
196,['800',0, '3', 'Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)', 'female',30.0, '1', '1', '345773', '24.15', '', 'S']
197,['270',1, '1', 'Bissette, Miss. Amelia', 'female',35.0, '0', '0', 'PC 17760', '135.6333', 'C99', 'S']
198,['561',0, '3', 'Morrow, Mr. Thomas Rowan', 'male',20.0, '0', '0', '372622', '7.75', '', 'Q']
199,['891',0, '3', 'Dooley, Mr. Patrick', 'male',32.0, '0', '0', '370376', '7.75', '', 'Q']
200,['632',0, '3', 'Lundahl, Mr. Johan Svensson', 'male',51.0, '0', '0', '347743', '7.0542', '', 'S']
201,['495',0, '3', 'Stanley, Mr. Edward Roland', 'male',21.0, '0', '0', 'A/4 45380', '8.05', '', 'S']
202,['762',0, '3', 'Nirva, Mr. Iisakki Antino Aijo', 'male',41.0, '0', '0', 'SOTON/O2 3101272', '7.125', '', 'S']
203,['372',0, '3', 'Wiklund, Mr. Jakob Alfred', 'male',18.0, '1', '0', '3101267', '6.4958', '', 'S']
204,['432',1, '3', 'Thorneycroft, Mrs. Percival (Florence Kate White)', 'female',30.0, '1', '0', '376564', '16.1', '', 'S']
205,['581',1, '2', 'Christy, Miss. Julie Rachel', 'female',25.0, '1', '1', '237789', '30', '', 'S']
206,['299',1, '1', 'Saalfeld, Mr. Adolphe', 'male',30.0, '0', '0', '19988', '30.5', 'C106', 'S']
207,['516',0, '1', 'Walker, Mr. William Anderson', 'male',47.0, '0', '0', '36967', '34.0208', 'D46', 'S']
208,['701',1, '1', 'Astor, Mrs. John Jacob (Madeleine Talmadge Force)', 'female',18.0, '1', '0', 'PC 17757', '227.525', 'C62 C64', 'C']
209,['272',1, '3', 'Tornquist, Mr. William Henry', 'male',25.0, '0', '0', 'LINE', '0', '', 'S']
210,['756',1, '2', 'Hamalainen, Master. Viljo', 'male',0.67, '1', '1', '250649', '14.5', '', 'S']
211,['815',0, '3', 'Tomlin, Mr. Ernest Portage', 'male',30.5, '0', '0', '364499', '8.05', '', 'S']
212,['87',0, '3', 'Ford, Mr. William Neal', 'male',16.0, '1', '3', 'W./C. 6608', '34.375', '', 'S']
213,['46',0, '3', 'Rogers, Mr. William John', 'male',20.0, '0', '0', 'S.C./A.4. 23567', '8.05', '', 'S']
214,['671',1, '2', 'Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)', 'female',40.0, '1', '1', '29750', '39', '', 'S']
215,['593',0, '3', 'Elsbury, Mr. William James', 'male',47.0, '0', '0', 'A/5 3902', '7.25', '', 'S']
216,['684',0, '3', 'Goodwin, Mr. Charles Edward', 'male',14.0, '5', '2', 'CA 2144', '46.9', '', 'S']
217,['232',0, '3', 'Larsson, Mr. Bengt Edvin', 'male',29.0, '0', '0', '347067', '7.775', '', 'S']
218,['761',0, '3', 'Garfirth, Mr. John', 'male',20.0, '0', '0', '358585', '14.5', '', 'S']
219,['610',1, '1', 'Shutes, Miss. Elizabeth W', 'female',40.0, '0', '0', 'PC 17582', '153.4625', 'C125', 'S']
